query,lat,lng,formatted
"87 York Road, Lambeth SE1, London, UK, London, UK",51.50187410,-0.11656070,"87 York Rd, London SE1 7NJ, UK"
"747, Commercial RD E14, London, UK, London, UK",51.51261850,-0.03237490,"Mission Bldg, 747 Commercial Rd, London E14 7LE, UK"
"38 Hundson Road, Newcross SE14, London, UK, London, UK",51.46741970,0.13819320,"38 Hudson Rd, Bexleyheath DA7 4PQ, UK"
"Greenfield Street, Deptford, SE8, London, UK, London, UK",51.48079880,-0.02310990,"Deptford, London, UK"
"20 Hereford Street, Bethnal Green, E2, London, UK, London, UK",51.52416300,-0.06590040,"20 Hereford St, London E2 6EX, UK"
"Silwood Street Rotherhithe Se16, London, UK, London, UK",51.48862220,-0.05079350,"Silwood St, London SE16, UK"
"Island Row E14, London, UK, London, UK",51.51179570,-0.03386580,"Island Row, London E14, UK"
"Gallions Reach, Woolwich, S.E, London, UK, London, UK",51.51660020,0.07838270,"3 Armada Wy., London E6 7ER, UK"
"47 Ordnance Crescent, Greenwich  SE10, London, UK, London, UK",51.50095220,-0.00044200,"47 Ordnance Cres, London SE10, UK"
"Berkshire Eoad, Hackney Wick E9, London, UK, London, UK",51.54511250,-0.02571680,"Berkshire Rd, London E9, UK"
"9 Franklin Street, Bromley, E3, London, UK, London, UK",51.52773400,-0.01213240,"9 Franklin St, London E3 3DG, UK"
"Trinity Wharf Buoy, Limehouse Reach. E., London, UK, London, UK",51.50841940,0.00884370,"64 Orchard Pl, London E14 0JW, UK"
"Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK, London, UK",51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK"
"Commercial Dock Pier, Rotherhithe Street, Limehouse Reach, S.E, London, UK, London, UK",51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK"
"Evelina Road, Camberwell, SE15, London, UK, London, UK",51.46763750,-0.05413890,"Evelina Rd, London SE15, UK"
"4 Stangate Street SE1, London, UK, London, UK",51.61974620,-0.31343470,"4 Stangate Gardens, Stanmore HA7 3BL, UK"
"Victoria Way Charlton, 266, Woolwich Road, Charlton, SE7, London, UK, London, UK",51.48715760,0.02456870,"266 Woolwich Rd, London SE7, UK"
"1-9 Seward Street, EC1, London, UK, London, UK",51.52608460,-0.09922130,"1 Seward St, London EC1V 3NY, UK"
"114 Lower March, Lambeth, Se11, London, UK, London, UK",51.50091430,-0.11308710,"114 Lower Marsh, London SE1 7AE, UK"
"30 Rashmore Road, Charlton, SE7. 28, London, UK, London, UK",51.55511110,-0.05190140,"30 Rushmore Rd, Lower Clapton, London E5, UK"
"63, Chancery lane, WC1, London, UK, London, UK",51.51768860,-0.11345420,"63 Chancery Ln, London WC2A 1AF, UK"
"4, Southampton Buildings WC1, London, UK, London, UK",51.51730120,-0.11225520,"4 Southampton Buildings, London WC2A 1HL, UK"
"Grays Inn Road WC1, London, UK, London, UK",51.52467390,-0.11624010,"Grays Inn Rd, London, UK"
"Hollydale Road, Peckham, SE15, London, UK, London, UK",51.47204200,-0.05724590,"Hollydale Rd, London SE15, UK"
"Hollydale Road, Peckham SE15, London, UK, London, UK",51.47204200,-0.05724590,"Hollydale Rd, London SE15, UK"
"66 Hundson Road, Newcross, SE14, London, UK, London, UK",51.46961780,0.13803080,"66 Hudson Rd, Bexleyheath DA7 4PJ, UK"
"181 Wellmeadow Road, Catford, SE6, London, UK, London, UK",51.43940090,0.00303600,"181 Wellmeadow Rd, London SE6 1HR, UK"
"Alnwick Road Eltham Se12, London, UK, London, UK",51.44541980,0.02596790,"Alnwick Rd, London SE12, UK"
"34 Winn Road Lee, SE12, London, UK, London, UK",51.44221740,0.02248490,"34 Winn Rd, London SE12 9EX, UK"
"31-37 Abernethy Road Lewisham Se13, London, UK, London, UK",51.45753010,0.00154330,"31 Abernethy Rd, London SE13 5QJ, UK"
"216 Goswel Road, EC1, London, UK, London, UK",51.52756850,-0.09994560,"ec1, 216 Goswell Rd., London EC1V 7HJ, UK"
"Strand WC2, London, UK, London, UK",51.50735090,-0.12775830,"Martlett Ct, London WC2N 5DU, UK"
"240 Goswell Road, EC1, London, UK, London, UK",51.52809530,-0.10053500,"ec1, 240 Goswell Rd., London EC1V 7AP, UK"
"107-111, Newington Butts, SE11, London, UK, London, UK",51.49247840,-0.10113170,"107 Newington Butts, London SE1 6SF, UK"
"133-139 Newington Butts, SE11, London, UK, London, UK",51.49398990,-0.10051790,"133 Newington Butts, Elephant and Castle, London SE1 6TG, UK"
"141, Newington Butts, SE11, London, UK, London, UK",51.49399760,-0.10051830,"141 Newington Butts, Elephant and Castle, London SE1 6TG, UK"
"129-131, Newington Butts, SE11, London, UK, London, UK",51.49234590,-0.10124510,"129 Newington Butts, London SE1 6SF, UK"
"2-8 Crampton Street, Southwark, SE17, London, UK, London, UK",51.49068840,-0.10019120,"2 Crampton St, London SE17, UK"
"86-102 Newington Butts, SE11, London, UK, London, UK",51.49279800,-0.10104250,"86 Newington Butts, London SE1 6SF, UK"
"147 Walworth Road, SE17, London, UK, London, UK",51.49164090,-0.09747950,"147 Walworth Rd, London SE17 1RW, UK"
"8-12 Dundas Road Camberwell SE15, London, UK, London, UK",51.47021880,-0.05535500,"8 Dundas Rd, London SE15, UK"
"105-113 Tyrwhitt Road, Brockley, SE4, London, UK, London, UK",51.46278030,-0.02458190,"105 Tyrwhitt Rd, London SE4 1QE, UK"
"Glenton Road, Leiwsham SE13, London, UK, London, UK",51.45910570,0.00016500,"Glenton Rd, London SE13, UK"
"Tarn Street, Camberwell, Greater London, SE1, London, UK, London, UK",51.49633480,-0.09823430,"Tarn St, London SE1, UK"
"Braganza Street, Se17, London, UK, London, UK",51.48731280,-0.10356230,"Braganza St, London SE17, UK"
"82 Reculver Road, Rotherhithe, SE16, London, UK, London, UK",51.48827490,-0.04957880,"82 Reculver Rd, London SE16 2RW, UK"
"Westminster Bridge, SW1, London, UK, London, UK",51.50086380,-0.12196450,"Westminster Bridge, Westminster Bridge, London SW1A 2JH, UK"
"215-217, Commercial Road, Stepney E1, London, UK, London, UK",51.51492790,-0.05965460,"215 Commercial Rd, London E1 2BT, UK"
"Tynte Street, Homerton E9, London, UK, London, UK",51.54786090,-0.04259030,"Homerton, London, UK"
"Lewisham Hospital, Lewisham , SE13, London, UK, London, UK",51.45303330,-0.01794980,"High street, London SE13 6LH, UK"
"Rolt Street, Deptford, SE8, London, UK, London, UK",51.48307570,-0.03607000,"Rolt St, London SE8, UK"
"36-38 Cliffview Road, Lewisham SE13, London, UK, London, UK",51.46148300,-0.02288750,"36 Cliffview Rd, London SE13 7DD, UK"
"31 Amelia Street, Walworth Se17, London, UK, London, UK",51.48940300,-0.09859250,"31 Amelia St, London SE17 3PY, UK"
"Carpenters Road E15, London, UK, London, UK",51.53970650,-0.00780580,"Carpenters Rd, London E15, UK"
"Bedford Road, WC1, London, UK, London, UK",51.46257190,-0.12933900,"Bedford Rd, London, UK"
"1 Philpot Street, Stepney, E1, London, UK, London, UK",51.51485930,-0.05834040,"1 Philpot St, London E1 2DS, UK"
"Upbrook Mews, Hyde Park, w2, London, UK, London, UK",51.51319940,-0.17102240,"Hyde Park Gardens Mews, Tyburnia, London W2, UK"
"Wallis Road, Hackney Wick, E9, London, UK, London, UK",51.54410210,-0.02509500,"Wallis Rd, London E9, UK"
"2 Leamore St, Hammersmith, w6, London, UK, London, UK",51.49440830,-0.22991970,"2 Leamore St, London W6 0JZ, UK"
"140 Dorset House, Marylebone Road, NW1, London, UK, London, UK",51.52245740,-0.15961260,"Dorset House, Gloucester Pl, London NW1 5AG, UK"
"Baker Street, w1, London, UK, London, UK",51.52056310,-0.15680410,"Baker St, London, UK"
"Seymour Buildings, Seymour Place, Westminister, London W1, London, UK, London, UK",51.51943220,-0.16340100,"Seymour Buildings, 155 Seymour Pl, London W1H 4PF, UK"
"Addison Road, Kensington, w14, London, UK, London, UK",51.50104140,-0.20829360,"Addison Rd, London W14, UK"
"Railway Arches, Hammersmith Grove, Hammersmith, w6, London, UK, London, UK",51.49519350,-0.22646140,"Hammersmith Grove, London W6, UK"
"Eade Road, Finsbury Park, N4, London, UK, London, UK",51.57423640,-0.09421500,"Eade Rd, Finsbury Park, London, UK"
"Crawford Street, w1, London, UK, London, UK",51.51960050,-0.16065100,"Crawford St, London, UK"
"Holland Villas Road , Kensington W1, London, UK, London, UK",51.50221620,-0.21141170,"Holland Villas Rd, London W14, UK"
"158 Sussec Gardens, w2, London, UK, London, UK",51.51520750,-0.17325680,"Hotel Claremont, 158 Sussex Gardens, Tyburnia, London W2 1UD, UK"
"9 Kensington Palace Gardens, w8, London, UK, London, UK",51.50872450,-0.19142750,"9 Kensington Palace Gardens, London W8 4QP, UK"
"1-15 Haddo Terrace, Greenwich SE10, London, UK, London, UK",51.48113600,-0.01428640,"1 Haddo St, London SE10, UK"
"Prior Street Greenwich, SE10, London, UK, London, UK",51.47633280,-0.01094490,"Prior St, London SE10, UK"
"99-101 Cambridge heath Road, Bethnal Green, E2, London, UK, London, UK",51.52256900,-0.05518610,"99 Cambridge Heath Rd, Bethnal Green, London E1 5RZ, UK"
"94 Royal Hill, Greenwich SE10, London, UK, London, UK",51.47583140,-0.01051320,"94 Royal Hill, London SE10 8RT, UK"
"96 Royal Hill, Greenwich SE10, London, UK, London, UK",51.47564950,-0.01056650,"96 Royal Hill, London SE10 8SE, UK"
"98 Royal Hill, Greenwich SE10, London, UK, London, UK",51.47560900,-0.01063230,"98 Royal Hill, London SE10 8ST, UK"
"Polygon Road, NW1, London, UK, London, UK",51.53157810,-0.13292970,"Polygon Rd, London NW1, UK"
"New Kent Road, Se1 and Trocadero Cinema , London, UK, London, UK",51.51060130,-0.13296750,"London Trocadero, London W1D 7DH, UK"
"Steedman  Street, Se17, London, UK, London, UK",51.49169260,-0.09899730,"Steedman St, London SE17, UK"
"117 Walworth Road, Se17, London, UK, London, UK",51.49263930,-0.09839020,"117 Walworth Rd, London SE1 6SW, UK"
"50, Rushey Gren, Catford, Se6, London, UK, London, UK",51.44842180,-0.01769840,"50 Rushey Grn, London SE6, UK"
"Westferry Road, Docklands, London E14, London, UK, London, UK",51.49849240,-0.02591510,"Westferry Rd, London E14, UK"
"Thorpes Wharf, Brewhouse Lane, Stopney E1, London, UK, London, UK",51.52222540,-0.04915740,"Stepney, London E1, UK"
"2 Athol Street, Poplar E14, London, UK, London, UK",51.51266770,-0.00627540,"2 Athol Square, Aberfeldy Village, London E14 0NP, UK"
"24-48 Dee Street, Poplar E14. 2-22., London, UK, London, UK",51.51435370,-0.00433900,"22, 24 Dee St, Aberfeldy Village, London E14 0PY, UK"
"Culloden Street School, Poplar, E14. , London, UK, London, UK",51.51371710,-0.00782580,"Culloden St, Aberfeldy Village, London E14 0PD, UK"
"50 -68 and 41-71 Aberfeldy Street Poplar, E14., London, UK, London, UK",51.51347300,-0.00570090,"41 Aberfeldy St, Aberfeldy Village, London E14 0NU, UK"
"2-36 and 1-37 Ettrick Street Poplar, E14, London, UK, London, UK",51.51447500,-0.00564280,"1 Ettrick St, Aberfeldy Village, London E14, UK"
"139 Walworth Road Se17, London, UK, London, UK",51.49214180,-0.09805810,"139 Walworth Rd, London SE17 1RW, UK"
"30 Kenton Road, Hackney E9, London, UK, London, UK",51.54391370,-0.04397000,"30 Kenton Rd, London E9 7AB, UK"
"Mare Street, Hackney, E9, London, UK, London, UK",51.54054280,-0.05541410,"Mare St, London, UK"
"186, 188, 190 and 192. 233-251, 201-231 and 253-257., London, UK, London, UK",51.50721780,-0.12758620,"London, UK"
"9 Lyme Grove, Hackney , e9, London, UK, London, UK",51.54282740,-0.05357130,"9 Lyme Grove, London E9, UK"
"12. St. Thomas Square E9, London, UK, London, UK",51.54108530,-0.05358810,"12 St Thomas's Square, London E9 7PW, UK"
"London Lane, Hackney, London E8, London, UK, London, UK",51.54199920,-0.05613990,"London Ln, London E8, UK"
"Tillostson Street, Dean Cross Street, Stepney, E1, London, UK, London, UK",51.51356800,-0.05504310,"Deancross St, London E1, UK"
"41-47 Abernethy Road, Lee SE12, London, UK, London, UK",51.45734020,0.00162260,"41 Abernethy Rd, London SE13 5QJ, UK"
"17, 17a, 17b, Doris Street, SE11, London, UK, London, UK",51.53959620,-0.32581540,"17 17a, 17 Doris Ashby Cl, London, Perivale, Greenford UB6 7FE, UK"
"Eckington Gardens, Newcross SE14, London, UK, London, UK",51.47739240,-0.04742950,"Eckington Gardens, 23B Casella Rd, London SE14 5QN, UK"
"72-74 Ansdell Road, Peckham, SE15, London, UK, London, UK",51.46854760,-0.05468100,"72 Ansdell Rd, London SE15 2DS, UK"
"Valentine Road, Hackney E9, London, UK, London, UK",51.54383220,-0.04601380,"Valentine Rd, London E9, UK"
"Poole Road, London E9 7AE, London, UK, London, UK",51.54367360,-0.04572760,"Poole Rd, London E9 7AE, UK"
"189, Sussex Gardens W2, London, UK, London, UK",51.51407940,-0.17394690,"189 Sussex Gardens, Tyburnia, London W2 2RH, UK"
"Bale Rd, Tower Hamlets, London E1 4QJ, United Kingdom, London, UK, London, UK",51.51996990,-0.03886340,"Bale Rd, London E1 4QJ, UK"
"Benledi Street, Poplar E14, London, UK, London, UK",51.51389660,-0.00298000,"Benledi Rd, Aberfeldy Village, London E14 0LR, UK"
